city,country,country_code,state
Stamford,United States,US,Connecticut
Presque Isle,United States,US,Maine
Biddeford,United States,US,Maine
Saco,United States,US,Maine
Old Town,United States,US,Maine
Sanford,United States,US,Maine
Auburn,United States,US,Maine
South Portland,United States,US,Maine
Waterville,United States,US,Maine
Rockland,United States,US,Maine
Caribou,United States,US,Maine
Gardiner,United States,US,Maine
Westbrook,United States,US,Maine
Lewiston,United States,US,Maine
Bath,United States,US,Maine
Bangor,United States,US,Maine
Augusta,United States,US,Maine
Brewer,United States,US,Maine
Portland,United States,US,Maine
Ellsworth,United States,US,Maine
Easton,United States,US,Maryland
Frostburg,United States,US,Maryland
Mount Rainier,United States,US,Maryland
Ocean City,United States,US,Maryland
Hyattsville,United States,US,Maryland
Thurmont,United States,US,Maryland
Cambridge,United States,US,Maryland
Annapolis,United States,US,Maryland
Salisbury,United States,US,Maryland
Hampstead,United States,US,Maryland
Brunswick,United States,US,Maryland
La Plata,United States,US,Maryland
Takoma Park,United States,US,Maryland
Walkersville,United States,US,Maryland
Fruitland,United States,US,Maryland
Elkton,United States,US,Maryland
Manchester,United States,US,Maryland
New Carrollton,United States,US,Maryland
Princess Anne,United States,US,Maryland
Rockville,United States,US,Maryland
Hagerstown,United States,US,Maryland
Westminster,United States,US,Maryland
Leonardtown,United States,US,Maryland
Frederick,United States,US,Maryland
Havre de Grace,United States,US,Maryland
Bowie,United States,US,Maryland
Chestertown,United States,US,Maryland
Cheverly,United States,US,Maryland
Mount Airy,United States,US,Maryland
Glenarden,United States,US,Maryland
Greenbelt,United States,US,Maryland
Aberdeen,United States,US,Maryland
Riverdale Park,United States,US,Maryland
District Heights,United States,US,Maryland
Bladensburg,United States,US,Maryland
Cumberland,United States,US,Maryland
Bel Air,United States,US,Maryland
Taneytown,United States,US,Maryland
College Park,United States,US,Maryland
Chesapeake Beach,United States,US,Maryland
Emmitsburg,United States,US,Maryland
Westernport,United States,US,Maryland
Gaithersburg,United States,US,Maryland
Laurel,United States,US,Maryland
Baltimore,United States,US,Maryland
Marlborough,United States,US,Massachusetts
Quincy,United States,US,Massachusetts
Chicopee,United States,US,Massachusetts
Waltham,United States,US,Massachusetts
Medford,United States,US,Massachusetts
Gloucester,United States,US,Massachusetts
Boston,United States,US,Massachusetts
Haverhill,United States,US,Massachusetts
Newton,United States,US,Massachusetts
Pittsfield,United States,US,Massachusetts
Everett,United States,US,Massachusetts
Salem,United States,US,Massachusetts
Brockton,United States,US,Massachusetts
North Adams,United States,US,Massachusetts
Watertown,United States,US,Massachusetts
Westfield,United States,US,Massachusetts
Cambridge,United States,US,Massachusetts
Somerville,United States,US,Massachusetts
Northampton,United States,US,Massachusetts
Methuen,United States,US,Massachusetts
Holyoke,United States,US,Massachusetts
Newburyport,United States,US,Massachusetts
Fitchburg,United States,US,Massachusetts
Lawrence,United States,US,Massachusetts
Revere,United States,US,Massachusetts
New Bedford,United States,US,Massachusetts
Beverly,United States,US,Massachusetts
Woburn,United States,US,Massachusetts
Chelsea,United States,US,Massachusetts
Worcester,United States,US,Massachusetts
Melrose,United States,US,Massachusetts
Peabody,United States,US,Massachusetts
Springfield,United States,US,Massachusetts
Lowell,United States,US,Massachusetts
Leominster,United States,US,Massachusetts
Gardner,United States,US,Massachusetts
Malden,United States,US,Massachusetts
Lynn,United States,US,Massachusetts
Attleboro,United States,US,Massachusetts
Fall River,United States,US,Massachusetts
Taunton,United States,US,Massachusetts
Toledo,United States,US,Ohio
University Heights,United States,US,Ohio
Sheffield Lake,United States,US,Ohio
Blue Ash,United States,US,Ohio
Trotwood,United States,US,Ohio
Hamilton,United States,US,Ohio
Grove City,United States,US,Ohio
Northwood,United States,US,Ohio
Akron,United States,US,Ohio
Centerville,United States,US,Ohio
Lakewood,United States,US,Ohio
Wickliffe,United States,US,Ohio
Monroe,United States,US,Ohio
Montgomery,United States,US,Ohio
Newark,United States,US,Ohio
Richmond Heights,United States,US,Ohio
Vandalia,United States,US,Ohio
Columbiana,United States,US,Ohio
Kirtland,United States,US,Ohio
Oberlin,United States,US,Ohio
North Canton,United States,US,Ohio
Napoleon,United States,US,Ohio
Bellefontaine,United States,US,Ohio
Cambridge,United States,US,Ohio
Medina,United States,US,Ohio
Shaker Heights,United States,US,Ohio
Galion,United States,US,Ohio
Brecksville,United States,US,Ohio
Trenton,United States,US,Ohio
Lisbon,United States,US,Ohio
Worthington,United States,US,Ohio
Union,United States,US,Ohio
Miamisburg,United States,US,Ohio
Steubenville,United States,US,Ohio
Eastlake,United States,US,Ohio
Powell,United States,US,Ohio
The Village of Indian Hill,United States,US,Ohio
New Albany,United States,US,Ohio
Bedford Heights,United States,US,Ohio
Russells Point,United States,US,Ohio
Ashville,United States,US,Ohio
Jackson,United States,US,Ohio
Strongsville,United States,US,Ohio
Harrison,United States,US,Ohio
Cleveland,United States,US,Ohio
Campbell,United States,US,Ohio
Athens,United States,US,Ohio
Stow,United States,US,Ohio
Lyndhurst,United States,US,Ohio
Ashland,United States,US,Ohio
Cleveland Heights,United States,US,Ohio
Parma,United States,US,Ohio
Warren,United States,US,Ohio
Caldwell,United States,US,Ohio
Norton,United States,US,Ohio
Delphos,United States,US,Ohio
Westerville,United States,US,Ohio
Seven Hills,United States,US,Ohio
Norwood,United States,US,Ohio
Fostoria,United States,US,Ohio
Oakwood,United States,US,Ohio
Hudson,United States,US,Ohio
Port Clinton,United States,US,Ohio
Hillsboro,United States,US,Ohio
Circleville,United States,US,Ohio
Middleburg Heights,United States,US,Ohio
Reynoldsburg,United States,US,Ohio
Mount Vernon,United States,US,Ohio
Gahanna,United States,US,Ohio
Wilmington,United States,US,Ohio
Madeira,United States,US,Ohio
Fairfield,United States,US,Ohio
Shelby,United States,US,Ohio
Cuyahoga Falls,United States,US,Ohio
Youngstown,United States,US,Ohio
Canal Winchester,United States,US,Ohio
Mayfield Heights,United States,US,Ohio
Twinsburg,United States,US,Ohio
Grandview Heights,United States,US,Ohio
Pickerington,United States,US,Ohio
Lebanon,United States,US,Ohio
Sandusky,United States,US,Ohio
South Euclid,United States,US,Ohio
Euclid,United States,US,Ohio
Wyoming,United States,US,Ohio
Zanesville,United States,US,Ohio
Defiance,United States,US,Ohio
Avon,United States,US,Ohio
Saint Clairsville,United States,US,Ohio
Alliance,United States,US,Ohio
Seville,United States,US,Ohio
Deer Park,United States,US,Ohio
Mount Healthy,United States,US,Ohio
Painesville,United States,US,Ohio
Wauseon,United States,US,Ohio
Fairlawn,United States,US,Ohio
Norwalk,United States,US,Ohio
Maple Heights,United States,US,Ohio
Ontario,United States,US,Ohio
Fairborn,United States,US,Ohio
Sharonville,United States,US,Ohio
Rittman,United States,US,Ohio
Orrville,United States,US,Ohio
Kent,United States,US,Ohio
Dover,United States,US,Ohio
Mentor,United States,US,Ohio
Conneaut,United States,US,Ohio
Rossford,United States,US,Ohio
Ashtabula,United States,US,Ohio
Garfield Heights,United States,US,Ohio
Canal Fulton,United States,US,Ohio
Moraine,United States,US,Ohio
Barberton,United States,US,Ohio
Forest Park,United States,US,Ohio
Delaware,United States,US,Ohio
Riverside,United States,US,Ohio
Massillon,United States,US,Ohio
East Liverpool,United States,US,Ohio
North Olmsted,United States,US,Ohio
Ironton,United States,US,Ohio
Olmsted Falls,United States,US,Ohio
Ravenna,United States,US,Ohio
Springboro,United States,US,Ohio
Struthers,United States,US,Ohio
Marysville,United States,US,Ohio
Streetsboro,United States,US,Ohio
Troy,United States,US,Ohio
London,United States,US,Ohio
Bay Village,United States,US,Ohio
Chillicothe,United States,US,Ohio
Kenton,United States,US,Ohio
Washington Court House,United States,US,Ohio
Bucyrus,United States,US,Ohio
Celina,United States,US,Ohio
Amherst,United States,US,Ohio
Wellston,United States,US,Ohio
Middletown,United States,US,Ohio
Ada,United States,US,Ohio
Brooklyn,United States,US,Ohio
Englewood,United States,US,Ohio
Willowick,United States,US,Ohio
Berea,United States,US,Ohio
Lancaster,United States,US,Ohio
Springfield,United States,US,Ohio
Pepper Pike,United States,US,Ohio
Macedonia,United States,US,Ohio
Carlisle,United States,US,Ohio
Tipp City,United States,US,Ohio
North Ridgeville,United States,US,Ohio
Fremont,United States,US,Ohio
Kettering,United States,US,Ohio
Beavercreek,United States,US,Ohio
Hilliard,United States,US,Ohio
Canton,United States,US,Ohio
Louisville,United States,US,Ohio
Willoughby,United States,US,Ohio
Columbus,United States,US,Ohio
Niles,United States,US,Ohio
Loveland,United States,US,Ohio
Greenfield,United States,US,Ohio
Bowling Green,United States,US,Ohio
Logan,United States,US,Ohio
Canfield,United States,US,Ohio
Brunswick,United States,US,Ohio
Marietta,United States,US,Ohio
Oxford,United States,US,Ohio
Wapakoneta,United States,US,Ohio
North College Hill,United States,US,Ohio
Granville,United States,US,Ohio
Reading,United States,US,Ohio
Sunbury,United States,US,Ohio
Brook Park,United States,US,Ohio
Middleport,United States,US,Ohio
Broadview Heights,United States,US,Ohio
Ottawa,United States,US,Ohio
New Bremen,United States,US,Ohio
Waterville,United States,US,Ohio
Grafton,United States,US,Ohio
Heath,United States,US,Ohio
Bedford,United States,US,Ohio
Upper Sandusky,United States,US,Ohio
Dublin,United States,US,Ohio
Eaton,United States,US,Ohio
Westlake,United States,US,Ohio
Marion,United States,US,Ohio
Huron,United States,US,Ohio
Upper Arlington,United States,US,Ohio
Oregon,United States,US,Ohio
Milford,United States,US,Ohio
Sidney,United States,US,Ohio
Clyde,United States,US,Ohio
New Carlisle,United States,US,Ohio
Salem,United States,US,Ohio
Uhrichsville,United States,US,Ohio
Cheviot,United States,US,Ohio
New Franklin,United States,US,Ohio
Piqua,United States,US,Ohio
Chardon,United States,US,Ohio
Cincinnati,United States,US,Ohio
Beachwood,United States,US,Ohio
Perrysburg,United States,US,Ohio
Sylvania,United States,US,Ohio
Urbana,United States,US,Ohio
Munroe Falls,United States,US,Ohio
Coshocton,United States,US,Ohio
Findlay,United States,US,Ohio
Bryan,United States,US,Ohio
Franklin,United States,US,Ohio
Hubbard,United States,US,Ohio
Garrettsville,United States,US,Ohio
Parma Heights,United States,US,Ohio
East Cleveland,United States,US,Ohio
Green,United States,US,Ohio
New Philadelphia,United States,US,Ohio
Clayton,United States,US,Ohio
Nelsonville,United States,US,Ohio
Pataskala,United States,US,Ohio
Bexley,United States,US,Ohio
Elyria,United States,US,Ohio
Warrensville Heights,United States,US,Ohio
Lorain,United States,US,Ohio
Martins Ferry,United States,US,Ohio
North Royalton,United States,US,Ohio
Willard,United States,US,Ohio
Tallmadge,United States,US,Ohio
Bellbrook,United States,US,Ohio
Wooster,United States,US,Ohio
Rocky River,United States,US,Ohio
Wadsworth,United States,US,Ohio
Highland Heights,United States,US,Ohio
Van Wert,United States,US,Ohio
Avon Lake,United States,US,Ohio
Xenia,United States,US,Ohio
Mentor-on-the-Lake,United States,US,Ohio
Lima,United States,US,Ohio
Groveport,United States,US,Ohio
Independence,United States,US,Ohio
Aurora,United States,US,Ohio
Portsmouth,United States,US,Ohio
Tiffin,United States,US,Ohio
Mansfield,United States,US,Ohio
Springdale,United States,US,Ohio
Germantown,United States,US,Ohio
Huber Heights,United States,US,Ohio
Saint Marys,United States,US,Ohio
Bellevue,United States,US,Ohio
Maumee,United States,US,Ohio
Mason,United States,US,Ohio
Solon,United States,US,Ohio
Belpre,United States,US,Ohio
Brookville,United States,US,Ohio
Greenville,United States,US,Ohio
Fairview Park,United States,US,Ohio
Dayton,United States,US,Ohio
Vermilion,United States,US,Ohio
Cortland,United States,US,Ohio
Geneva,United States,US,Ohio
Whitehall,United States,US,Ohio
Girard,United States,US,Ohio
Willoughby Hills,United States,US,Ohio
South Ogden,United States,US,Utah
Harrisville,United States,US,Utah
North Salt Lake,United States,US,Utah
Spanish Fork,United States,US,Utah
Orem,United States,US,Utah
West Valley City,United States,US,Utah
Enoch,United States,US,Utah
Cedar Hills,United States,US,Utah
Hooper,United States,US,Utah
Bluffdale,United States,US,Utah
Bountiful,United States,US,Utah
Saratoga Springs,United States,US,Utah
Providence,United States,US,Utah
Hyrum,United States,US,Utah
West Bountiful,United States,US,Utah
Centerville,United States,US,Utah
Hurricane,United States,US,Utah
West Jordan,United States,US,Utah
North Ogden,United States,US,Utah
Ivins,United States,US,Utah
Tooele,United States,US,Utah
Holladay,United States,US,Utah
Riverton,United States,US,Utah
Vernal,United States,US,Utah
Logan,United States,US,Utah
Midvale,United States,US,Utah
Smithfield,United States,US,Utah
American Fork,United States,US,Utah
Grantsville,United States,US,Utah
Salt Lake City,United States,US,Utah
Alpine,United States,US,Utah
Clinton,United States,US,Utah
Layton,United States,US,Utah
Springville,United States,US,Utah
Roosevelt,United States,US,Utah
Sunset,United States,US,Utah
West Haven,United States,US,Utah
Farmington,United States,US,Utah
Ephraim,United States,US,Utah
Price,United States,US,Utah
Ogden,United States,US,Utah
Saint George,United States,US,Utah
Clearfield,United States,US,Utah
Highland,United States,US,Utah
Washington Terrace,United States,US,Utah
Kaysville,United States,US,Utah
Eagle Mountain,United States,US,Utah
Cottonwood Heights,United States,US,Utah
Washington,United States,US,Utah
Moab,United States,US,Utah
Nibley,United States,US,Utah
Taylorsville,United States,US,Utah
Lehi,United States,US,Utah
Cedar City,United States,US,Utah
Brigham City,United States,US,Utah
Pleasant View,United States,US,Utah
Santa Clara,United States,US,Utah
Santaquin,United States,US,Utah
Salem,United States,US,Utah
Park City,United States,US,Utah
Mapleton,United States,US,Utah
Provo,United States,US,Utah
Nephi,United States,US,Utah
North Logan,United States,US,Utah
South Salt Lake,United States,US,Utah
Plain City,United States,US,Utah
Draper,United States,US,Utah
Syracuse,United States,US,Utah
Tremonton,United States,US,Utah
West Point,United States,US,Utah
Roy,United States,US,Utah
Farr West,United States,US,Utah
Fruit Heights,United States,US,Utah
Richfield,United States,US,Utah
Pleasant Grove,United States,US,Utah
Woods Cross,United States,US,Utah
Lindon,United States,US,Utah
Herriman,United States,US,Utah
Murray,United States,US,Utah
South Jordan,United States,US,Utah
Payson,United States,US,Utah
Riverdale,United States,US,Utah
South Weber,United States,US,Utah
Bolivar,United States,US,Missouri
Pleasant Hill,United States,US,Missouri
Columbia,United States,US,Missouri
Parkville,United States,US,Missouri
Chesterfield,United States,US,Missouri
Hannibal,United States,US,Missouri
Republic,United States,US,Missouri
Branson,United States,US,Missouri
Lebanon,United States,US,Missouri
Forsyth,United States,US,Missouri
Wentzville,United States,US,Missouri
Ferguson,United States,US,Missouri
Town and Country,United States,US,Missouri
Grandview,United States,US,Missouri
Scott City,United States,US,Missouri
Dexter,United States,US,Missouri
Glendale,United States,US,Missouri
Jennings,United States,US,Missouri
Richmond,United States,US,Missouri
Saint Peters,United States,US,Missouri
Nixa,United States,US,Missouri
Union,United States,US,Missouri
Bowling Green,United States,US,Missouri
Pacific,United States,US,Missouri
Raymore,United States,US,Missouri
Nevada,United States,US,Missouri
Sunset Hills,United States,US,Missouri
Clayton,United States,US,Missouri
Eureka,United States,US,Missouri
Joplin,United States,US,Missouri
Saint Louis,United States,US,Missouri
Lake Saint Louis,United States,US,Missouri
Grain Valley,United States,US,Missouri
Manchester,United States,US,Missouri
Richmond Heights,United States,US,Missouri
Wildwood,United States,US,Missouri
Kearney,United States,US,Missouri
Valley Park,United States,US,Missouri
Savannah,United States,US,Missouri
Sikeston,United States,US,Missouri
Willard,United States,US,Missouri
Liberty,United States,US,Missouri
Monett,United States,US,Missouri
Ladue,United States,US,Missouri
Florissant,United States,US,Missouri
Clinton,United States,US,Missouri
Saint Robert,United States,US,Missouri
Bonne Terre,United States,US,Missouri
Bellefontaine Neighbors,United States,US,Missouri
De Soto,United States,US,Missouri
Charleston,United States,US,Missouri
Battlefield,United States,US,Missouri
Mexico,United States,US,Missouri
Excelsior Springs,United States,US,Missouri
Olivette,United States,US,Missouri
Odessa,United States,US,Missouri
Marshfield,United States,US,Missouri
Belton,United States,US,Missouri
Poplar Bluff,United States,US,Missouri
Cape Girardeau,United States,US,Missouri
Springfield,United States,US,Missouri
Boonville,United States,US,Missouri
Sedalia,United States,US,Missouri
Trenton,United States,US,Missouri
Independence,United States,US,Missouri
Caruthersville,United States,US,Missouri
Creve Coeur,United States,US,Missouri
Warrensburg,United States,US,Missouri
Gladstone,United States,US,Missouri
Oak Grove,United States,US,Missouri
Farmington,United States,US,Missouri
Sullivan,United States,US,Missouri
Washington,United States,US,Missouri
Warrenton,United States,US,Missouri
Pevely,United States,US,Missouri
Jackson,United States,US,Missouri
Dardenne Prairie,United States,US,Missouri
Perryville,United States,US,Missouri
Saint Clair,United States,US,Missouri
Aurora,United States,US,Missouri
Des Peres,United States,US,Missouri
Rolla,United States,US,Missouri
Ellisville,United States,US,Missouri
Webster Groves,United States,US,Missouri
Weldon Spring,United States,US,Missouri
Festus,United States,US,Missouri
Fulton,United States,US,Missouri
Moberly,United States,US,Missouri
Harrisonville,United States,US,Missouri
Marshall,United States,US,Missouri
Saint Joseph,United States,US,Missouri
Maplewood,United States,US,Missouri
Hazelwood,United States,US,Missouri
Saint Ann,United States,US,Missouri
Kennett,United States,US,Missouri
Park Hills,United States,US,Missouri
Kansas City,United States,US,Missouri
Blue Springs,United States,US,Missouri
Webb City,United States,US,Missouri
Lees Summit,United States,US,Missouri
Ballwin,United States,US,Missouri
Kirkwood,United States,US,Missouri
Berkeley,United States,US,Missouri
Greenwood,United States,US,Missouri
Waynesville,United States,US,Missouri
Shrewsbury,United States,US,Missouri
Crestwood,United States,US,Missouri
Raytown,United States,US,Missouri
Bridgeton,United States,US,Missouri
Chillicothe,United States,US,Missouri
Brentwood,United States,US,Missouri
Carl Junction,United States,US,Missouri
Troy,United States,US,Missouri
Neosho,United States,US,Missouri
University City,United States,US,Missouri
Overland,United States,US,Missouri
Smithville,United States,US,Missouri
Black Jack,United States,US,Missouri
Carthage,United States,US,Missouri
Ozark,United States,US,Missouri
Maryville,United States,US,Missouri
Jefferson City,United States,US,Missouri
Dellwood,United States,US,Missouri
Maryland Heights,United States,US,Missouri
Saint Charles,United States,US,Missouri
Platte City,United States,US,Missouri
Arnold,United States,US,Missouri
West Plains,United States,US,Missouri
Kirksville,United States,US,Missouri
Cameron,United States,US,Missouri
O'Fallon,United States,US,Missouri
Cottleville,United States,US,Missouri
Savage,United States,US,Minnesota
East Bethel,United States,US,Minnesota
Maple Grove,United States,US,Minnesota
Lake City,United States,US,Minnesota
Minnetonka,United States,US,Minnesota
International Falls,United States,US,Minnesota
Brooklyn Center,United States,US,Minnesota
Fridley,United States,US,Minnesota
Hopkins,United States,US,Minnesota
Red Wing,United States,US,Minnesota
West Saint Paul,United States,US,Minnesota
White Bear Lake,United States,US,Minnesota
Hermantown,United States,US,Minnesota
Little Canada,United States,US,Minnesota
Shorewood,United States,US,Minnesota
Buffalo,United States,US,Minnesota
Glencoe,United States,US,Minnesota
Mound,United States,US,Minnesota
Prior Lake,United States,US,Minnesota
Edina,United States,US,Minnesota
Brainerd,United States,US,Minnesota
Byron,United States,US,Minnesota
Owatonna,United States,US,Minnesota
Roseville,United States,US,Minnesota
Mahtomedi,United States,US,Minnesota
Saint Cloud,United States,US,Minnesota
Jordan,United States,US,Minnesota
Montevideo,United States,US,Minnesota
Mounds View,United States,US,Minnesota
Anoka,United States,US,Minnesota
Crookston,United States,US,Minnesota
Fairmont,United States,US,Minnesota
Hibbing,United States,US,Minnesota
Northfield,United States,US,Minnesota
Wyoming,United States,US,Minnesota
Chanhassen,United States,US,Minnesota
Oak Grove,United States,US,Minnesota
Monticello,United States,US,Minnesota
North Oaks,United States,US,Minnesota
Rogers,United States,US,Minnesota
Belle Plaine,United States,US,Minnesota
Waseca,United States,US,Minnesota
Isanti,United States,US,Minnesota
Forest Lake,United States,US,Minnesota
Lake Elmo,United States,US,Minnesota
New Ulm,United States,US,Minnesota
Cambridge,United States,US,Minnesota
Morris,United States,US,Minnesota
Waite Park,United States,US,Minnesota
Medina,United States,US,Minnesota
Rochester,United States,US,Minnesota
Elk River,United States,US,Minnesota
Oakdale,United States,US,Minnesota
Litchfield,United States,US,Minnesota
Little Falls,United States,US,Minnesota
Hastings,United States,US,Minnesota
Detroit Lakes,United States,US,Minnesota
Rosemount,United States,US,Minnesota
Columbia Heights,United States,US,Minnesota
Big Lake,United States,US,Minnesota
Lino Lakes,United States,US,Minnesota
Farmington,United States,US,Minnesota
Winona,United States,US,Minnesota
Albert Lea,United States,US,Minnesota
Mankato,United States,US,Minnesota
Virginia,United States,US,Minnesota
Grand Rapids,United States,US,Minnesota
Fergus Falls,United States,US,Minnesota
Coon Rapids,United States,US,Minnesota
Robbinsdale,United States,US,Minnesota
Worthington,United States,US,Minnesota
Burnsville,United States,US,Minnesota
Arden Hills,United States,US,Minnesota
Spring Lake Park,United States,US,Minnesota
Vadnais Heights,United States,US,Minnesota
Golden Valley,United States,US,Minnesota
Shoreview,United States,US,Minnesota
Crystal,United States,US,Minnesota
New Prague,United States,US,Minnesota
Apple Valley,United States,US,Minnesota
Andover,United States,US,Minnesota
Stillwater,United States,US,Minnesota
Eagan,United States,US,Minnesota
Thief River Falls,United States,US,Minnesota
Willmar,United States,US,Minnesota
North Mankato,United States,US,Minnesota
Minneapolis,United States,US,Minnesota
Cottage Grove,United States,US,Minnesota
Maplewood,United States,US,Minnesota
Eden Prairie,United States,US,Minnesota
Saint Francis,United States,US,Minnesota
Stewartville,United States,US,Minnesota
Kasson,United States,US,Minnesota
Inver Grove Heights,United States,US,Minnesota
New Hope,United States,US,Minnesota
Waconia,United States,US,Minnesota
Marshall,United States,US,Minnesota
Saint Peter,United States,US,Minnesota
Delano,United States,US,Minnesota
Saint Joseph,United States,US,Minnesota
Saint Michael,United States,US,Minnesota
North Branch,United States,US,Minnesota
South Saint Paul,United States,US,Minnesota
Zimmerman,United States,US,Minnesota
Faribault,United States,US,Minnesota
Saint Paul Park,United States,US,Minnesota
Bloomington,United States,US,Minnesota
Corcoran,United States,US,Minnesota
Otsego,United States,US,Minnesota
Shakopee,United States,US,Minnesota
Victoria,United States,US,Minnesota
Chaska,United States,US,Minnesota
Alexandria,United States,US,Minnesota
Orono,United States,US,Minnesota
Mendota Heights,United States,US,Minnesota
Saint Louis Park,United States,US,Minnesota
Cloquet,United States,US,Minnesota
Minnetrista,United States,US,Minnesota
Albertville,United States,US,Minnesota
Baxter,United States,US,Minnesota
Lindstrom,United States,US,Minnesota
Hugo,United States,US,Minnesota
Plymouth,United States,US,Minnesota
Blaine,United States,US,Minnesota
Brooklyn Park,United States,US,Minnesota
Richfield,United States,US,Minnesota
Dayton,United States,US,Minnesota
Ramsey,United States,US,Minnesota
North Saint Paul,United States,US,Minnesota
Hutchinson,United States,US,Minnesota
Bemidji,United States,US,Minnesota
Chisago City,United States,US,Minnesota
Austin,United States,US,Minnesota
Lakeville,United States,US,Minnesota
Sauk Rapids,United States,US,Minnesota
Falcon Heights,United States,US,Minnesota
Champlin,United States,US,Minnesota
Woodbury,United States,US,Minnesota
Sartell,United States,US,Minnesota
Duluth,United States,US,Minnesota
Saint Paul,United States,US,Minnesota
East Grand Forks,United States,US,Minnesota
Saint Anthony,United States,US,Minnesota
New Brighton,United States,US,Minnesota
Moorhead,United States,US,Minnesota
Ham Lake,United States,US,Minnesota
Wayne,United States,US,Michigan
Grand Haven,United States,US,Michigan
Alpena,United States,US,Michigan
Lapeer,United States,US,Michigan
Williamston,United States,US,Michigan
Holland,United States,US,Michigan
Charlotte,United States,US,Michigan
Paw Paw,United States,US,Michigan
Hudsonville,United States,US,Michigan
Hazel Park,United States,US,Michigan
Frankenmuth,United States,US,Michigan
Novi,United States,US,Michigan
Ludington,United States,US,Michigan
South Haven,United States,US,Michigan
Houghton,United States,US,Michigan
Dowagiac,United States,US,Michigan
Clare,United States,US,Michigan
Marquette,United States,US,Michigan
Mount Pleasant,United States,US,Michigan
Northville,United States,US,Michigan
Clawson,United States,US,Michigan
Rochester,United States,US,Michigan
Cadillac,United States,US,Michigan
East Grand Rapids,United States,US,Michigan
South Lyon,United States,US,Michigan
Brighton,United States,US,Michigan
Big Rapids,United States,US,Michigan
Albion,United States,US,Michigan
Fraser,United States,US,Michigan
Roseville,United States,US,Michigan
Birmingham,United States,US,Michigan
Grosse Pointe,United States,US,Michigan
Kingsford,United States,US,Michigan
Huntington Woods,United States,US,Michigan
Bay City,United States,US,Michigan
Norton Shores,United States,US,Michigan
Kentwood,United States,US,Michigan
Three Rivers,United States,US,Michigan
Melvindale,United States,US,Michigan
Howell,United States,US,Michigan
New Baltimore,United States,US,Michigan
Oak Park,United States,US,Michigan
Swartz Creek,United States,US,Michigan
Monroe,United States,US,Michigan
Ishpeming,United States,US,Michigan
Wyoming,United States,US,Michigan
Allegan,United States,US,Michigan
Escanaba,United States,US,Michigan
Rochester Hills,United States,US,Michigan
Eastpointe,United States,US,Michigan
Muskegon,United States,US,Michigan
East Lansing,United States,US,Michigan
Westland,United States,US,Michigan
Highland Park,United States,US,Michigan
Fenton,United States,US,Michigan
Belding,United States,US,Michigan
Saint Clair Shores,United States,US,Michigan
Flushing,United States,US,Michigan
Jackson,United States,US,Michigan
Hamtramck,United States,US,Michigan
Walled Lake,United States,US,Michigan
River Rouge,United States,US,Michigan
Flat Rock,United States,US,Michigan
Owosso,United States,US,Michigan
Traverse City,United States,US,Michigan
Farmington,United States,US,Michigan
Muskegon Heights,United States,US,Michigan
Holly,United States,US,Michigan
Grand Ledge,United States,US,Michigan
Grand Rapids,United States,US,Michigan
Trenton,United States,US,Michigan
Beverly Hills,United States,US,Michigan
Romulus,United States,US,Michigan
Menominee,United States,US,Michigan
Ypsilanti,United States,US,Michigan
Madison Heights,United States,US,Michigan
Saint Joseph,United States,US,Michigan
Gaylord,United States,US,Michigan
Tecumseh,United States,US,Michigan
Ann Arbor,United States,US,Michigan
Hastings,United States,US,Michigan
Coldwater,United States,US,Michigan
Kalamazoo,United States,US,Michigan
Saginaw,United States,US,Michigan
Lincoln Park,United States,US,Michigan
Sault Sainte Marie,United States,US,Michigan
Livonia,United States,US,Michigan
Petoskey,United States,US,Michigan
Harper Woods,United States,US,Michigan
Saint Clair,United States,US,Michigan
Pontiac,United States,US,Michigan
Manistee,United States,US,Michigan
Eaton Rapids,United States,US,Michigan
Rockford,United States,US,Michigan
Ionia,United States,US,Michigan
Battle Creek,United States,US,Michigan
Grosse Pointe Woods,United States,US,Michigan
Lansing,United States,US,Michigan
Southgate,United States,US,Michigan
Berrien Springs,United States,US,Michigan
Niles,United States,US,Michigan
Saint Louis,United States,US,Michigan
Sterling Heights,United States,US,Michigan
Goodrich,United States,US,Michigan
Marshall,United States,US,Michigan
Grand Blanc,United States,US,Michigan
Whitehall,United States,US,Michigan
Auburn Hills,United States,US,Michigan
Lowell,United States,US,Michigan
Garden City,United States,US,Michigan
Grosse Pointe Park,United States,US,Michigan
Alma,United States,US,Michigan
Wyandotte,United States,US,Michigan
Wixom,United States,US,Michigan
Saint Johns,United States,US,Michigan
Port Huron,United States,US,Michigan
Allen Park,United States,US,Michigan
Portland,United States,US,Michigan
Milford,United States,US,Michigan
Otsego,United States,US,Michigan
Flint,United States,US,Michigan
Marysville,United States,US,Michigan
Dearborn,United States,US,Michigan
Sturgis,United States,US,Michigan
Grandville,United States,US,Michigan
Inkster,United States,US,Michigan
Richmond,United States,US,Michigan
Center Line,United States,US,Michigan
Troy,United States,US,Michigan
Warren,United States,US,Michigan
Mason,United States,US,Michigan
Riverview,United States,US,Michigan
Zeeland,United States,US,Michigan
Berkley,United States,US,Michigan
Taylor,United States,US,Michigan
Saline,United States,US,Michigan
Midland,United States,US,Michigan
Laurium,United States,US,Michigan
Greenville,United States,US,Michigan
Ecorse,United States,US,Michigan
Mount Clemens,United States,US,Michigan
Detroit,United States,US,Michigan
Adrian,United States,US,Michigan
Walker,United States,US,Michigan
